datedd|OPERATOR_NAME|COUNTRY_NAME|numuser|active_user|trafficmb|session|duration_s|s5s8_create_session_success_rate|s6a_loc_update_success_rate|dl_retransmitted_packet_rate|ul_retransmitted_packet_rate|internal_Latency|external_latency
2024-12-13|ALL|Lebanon|794|3|216.55735874176025|714054|5696.673|1.6831199183170535|99.93431424067262||||
2024-12-13|ALL|Saudi Arabia|55074|26941|179932604.23731136|69587184|3001115773.360005|87.74112600210786|99.80721841078332||||
2024-12-13|ALL|Fiji|10|0||337||3.058103975535168|100.0||||
2024-12-13|ALL|Kazakhstan (Republic of)|131|16|5337.504459381104|21937|183212.1910000001|69.28635953026196|100.0||||
2024-12-13|ALL|Argentina|219|15|35725.62057971954|31526|843008.1179999993|80.62463851937535|100.0||||
2024-12-13|ALL|Mexico|1283|21|19438.83048915863|38579|348135.42900000024|90.42872350720992|100.0||||
2024-12-13|ALL|Kuwait|910|30|93920.50204467772|1002357|1549541.1530000002|0.4392898333236851|100.0||||
2024-12-13|ALL|Spain|2078|206|490881.2944459915|68623|7488458.1180000035|79.4211919914526|100.0||||
2024-12-13|ALL|Brazil|634|50|126240.84223461153|72392|2198027.256|84.41199893814706|100.0||||
2024-12-13|ALL|China|31184|6666|42302468.31185341|21896131|551213600.8619996|93.04868292526128|99.8893825875179||||
2024-12-13|ALL|Egypt|4302|251|645734.5043182373|183165|12093278.122000016|79.25590074788973|99.85013915649756||||
2024-12-13|ALL|SERBIA|158|4|722.2025661468506|171019|13323.466|0.00350842313922|100.0||||
2024-12-13|ALL|Australia|12176|2186|4362441.747374535|644125|54193554.27400008|86.99784231686701|98.33750854019586||||
2024-12-13|ALL|Uruguay|250|6|21160.04378604889|11209|273930.7640000001|82.89872650090965|100.0||||
2024-12-13|ALL|Ethiopia|1|0||2||100.0|||||
2024-12-13|ALL|Jordan|569|86|347385.2563285828|192262|4493739.800999998|14.820034055545769|100.0||||
2024-12-13|ALL|Turkey|5126|1815|9950438.496649742|2252349|145938617.34699997|57.47385138013178|99.98089496476184||||
2024-12-13|ALL|Laos|1247|70|191081.84465122223|109938|2755202.8259999985|85.47835195530726|100.0||||
2024-12-13|ALL|Singapore|36310|15338|49386427.644836426|4556470|510509913.8010007|91.00611277924112|99.99286996765558||||
2024-12-13|ALL|Macau (China)|1363|320|902563.2267551422|270525|8163882.547000005|80.12628644060847|100.0||||
2024-12-13|ALL|New Caledonia|13|0||514||0.0|||||
2024-12-13|ALL|Estonia|80|12|16427.32954120636|2912|209573.045|89.49824970828472|100.0||||
2024-12-13|ALL|United States of America(310)|7620|847|1247265.2908201218|318954|22436207.94399994|96.62475573890217|99.9481125956674||||
2024-12-13|ALL|India(405)|445|85|296363.66557502747|471420|4757638.6450000005|96.1275135140096|100.0||||
2024-12-13|ALL|Bahrain|316|63|222396.5181684494|187451|3552415.9140000003|1.804072137872383|100.0||||
2024-12-13|ALL|Norway|520|74|167312.05703544617|1727374|2170092.313|87.92625395865912|100.0||||
2024-12-13|ALL|Chile|53|5|8590.441113471985|4280|129052.12699999996|81.01430429128739|100.0||||
2024-12-13|ALL|Thailand|46343|5164|26093446.8256712|7727017|266726546.4290001|82.87085006722099|99.9710330843558||||
2024-12-13|ALL|Netherlands|4530|475|807941.9697637558|122506|10889920.041|78.69337420251631|96.30044843049326||||
2024-12-13|ALL|Czech Republic|246|27|67436.00381469727|7357|902108.777|79.15475055608516|100.0||||
2024-12-13|ALL|New Zealand|1701|320|1410252.1678972244|553498|17427749.01299999|95.17858148157084|100.0||||
2024-12-13|ALL|Sweden|483|56|146123.16316604614|151710|1685494.1659999995|2.515076080294788|99.79212140110177||||
2024-12-13|ALL|Austria|657|141|637949.3065681458|345618|10777615.001999998|12.01026349550972|100.0||||
2024-12-13|ALL|Afghanistan|30|0||17592||0.0400549324788281|100.0||||
2024-12-13|ALL|South Korea|12626|2329|19713167.373612404|36292232|235749192.233|96.00695623001062|99.99166058584385||||
2024-12-13|ALL|Poland|1267|24|26632.18511486053|29030|379928.8879999999|49.242806663301366|100.0||||
2024-12-13|ALL|Puerto Rico|135|4|2169.6580600738525|1591|10900.566000000004|86.68555240793201|100.0||||
2024-12-13|ALL|Philippines|7324|820|3886982.656274796|3134108|51326567.21800009|72.92022485889765|100.0||||
2024-12-13|ALL|United Kingdom(234)|4294|743|2247634.774284363|557103|30586986.093000017|87.50023242985267|98.1561155500922||||
2024-12-13|ALL|Azerbaijan|78|18|28678.96863269806|28462|383317.2899999999|4.3949102066600485|100.0||||
2024-12-13|ALL|Albania|31|5|3928.4138984680176|1028|41169.953|75.21008403361344|100.0||||
2024-12-13|ALL|Ireland|215|14|4524.242907524109|11178|71407.26800000001|80.01440403312927|100.0||||
2024-12-13|ALL|Ukraine|65|1|17.874126434326172|2484|2971.999999999999|87.97606093579978|100.0||||
2024-12-13|ALL|Lithuania|52|12|12198.760135650637|2383|239860.346|89.88505747126436|100.0||||
2024-12-13|ALL|Tajikstan|1|0||555||0.0|||||
2024-12-13|ALL|Aruba|1|0||5||100.0|||||
2024-12-13|ALL|Papua New Guinea|377|26|224481.78703212735|43398|2402995.3060000003|93.65518557389562|100.0||||
2024-12-14|ALL|Liechtenstein (Principality of)|7|1|2886.448199272156|3847|85573.13500000007|12.997140629061606|100.0||||
2024-12-14|ALL|Lebanon|775|11|176.64404582977295|711361|686853.1129999986|1.1682894118056886|99.8257982875643||||
2024-12-14|ALL|Oman|1384|418|1789912.1052389145|6255249|175289552.79700008|57.05318579463376|100.0||||
2024-12-14|ALL|Mexico|992|41|25120.51603412628|64740|3155339.745|83.43614647591548|100.0||||
2024-12-14|ALL|Puerto Rico|123|5|25.73014736175537|2059|38202.288|84.1948310139165|100.0||||
2024-12-14|ALL|Norway|556|103|249873.8549976349|14544300|21732383.30399998|98.15072013393277|99.7358896605693||||
2024-12-14|ALL|Maldives|468|16|69808.34986019135|421705|8990117.82699998|1.329831906952735|99.87129234189436||||
2024-12-14|ALL|Switzerland|1034|329|1367403.0899486542|4721801|139222435.46500018|16.012555359152188|99.93791952818842||||
2024-12-14|ALL|Greece|816|95|413672.4004907608|331222|44321377.65300015|88.29740568993608|100.0||||
2024-12-14|ALL|Hongkong|13822|2814|10395376.009375572|50751289|783560947.049001|86.97466758770338|100.0||||
2024-12-14|ALL|Pakistan|929|98|269531.3600320816|371458|37425293.52400034|93.39373558266864|99.87730061349691||||
2024-12-14|ALL|Philippines|7245|902|4126266.4008522034|26970827|397312280.1829939|87.36660185336258|100.0||||
2024-12-14|ALL|Iceland|58|27|86723.2418642044|204888|13233262.982999943|34.38026626221773|100.0||||
2024-12-14|ALL|Albania|43|5|9753.913953781128|8292|813598.6579999999|98.21220365332296|100.0||||
2024-12-14|ALL|Tunisia|69|4|1549.8119773864746|10482|458068.5950000001|0.4872819413312542|100.0||||
2024-12-14|ALL|Poland|1254|32|34488.44190502167|97380|3470636.9199999995|68.06416747255247|100.0||||
2024-12-14|ALL|Estonia|86|24|130208.10802459715|108261|9378180.347999984|99.22379126531376|100.0||||
2024-12-14|ALL|Argentina|273|21|9581.4857339859|39158|1132418.18|83.38543992853953|100.0||||
2024-12-14|ALL|Morocco|311|31|87521.63688468933|97861|7911830.982999987|94.14874225300764|100.0||||
2024-12-14|ALL|China|31043|7258|46730323.772395134|240879678|4244403829.289007|95.06094906000392|99.99638184856924||||
2024-12-14|ALL|Peru|59|5|12.167190551757812|3319|33289.116000000016|80.65286624203821|100.0||||
2024-12-14|ALL|Croatia|153|11|3471.1242332458496|5879|360596.654|63.10375670840788|100.0||||
2024-12-14|ALL|Singapore|37305|16505|56440538.09315491|54623030|5109363460.295999|91.56026391584292|99.98175312549004||||
2024-12-14|ALL|Turkey|5183|1875|11118610.572610855|58433862|1327533705.6560023|97.44895164727254|99.99288318393413||||
2024-12-14|ALL|Portugal|523|44|58193.07309722901|124683|4851695.488999999|84.56701490320344|100.0||||
2024-12-14|ALL|Kuwait|936|38|135122.32319927216|1798343|14828427.655999986|4.618522733300705|99.96523099656656||||
2024-12-14|ALL|Denmark|375|77|129069.1269788742|119282|12850227.661000002|85.25388239399756|100.0||||
2024-12-14|ALL|Egypt|4259|283|790060.8603906631|1211847|93951655.22999991|93.55067074346472|100.0||||
2024-12-14|ALL|Slovak Republic|212|30|93070.12343215942|100269|6170088.208999988|89.72992612328933|100.0||||
2024-12-14|ALL|Kenya|81|5|30054.488807678223|100888|1883833.266000009|96.60460021905804|100.0||||
2024-12-14|ALL|Qatar|6252|1895|4377543.478862762|10874305|432438146.708002|97.6729128937516|100.0||||
2024-12-14|ALL|Ethiopia|1|0||1||100.0|||||
2024-12-14|ALL|Latvia|31|5|41272.59294605255|37581|2357212.806|94.75600873998545|100.0||||
2024-12-14|ALL|United Arab Emirates|10967|2154|8971177.153301239|12610270|868500568.4430001|79.89925856237512|100.0||||
2024-12-14|ALL|Tanzania|122|15|14852.179042816162|29909|1399228.185|90.0853192115328|100.0||||
2024-12-14|ALL|Czech Republic|266|45|95122.3905248642|70085|7896928.949000011|95.03037921642571|100.0||||
2024-12-14|ALL|Iraq|377|20|13565.585104942322|224607|1965246.5609999995|92.36241108199177|100.0||||
2024-12-14|ALL|Mongolia|77|14|56183.80788326264|54596|4700578.331000001|96.18441971383147|100.0||||
2024-12-14|ALL|SERBIA|165|6|2423.6694622039795|146731|136022.97499999998|0.0340889722174876|99.88109393579072||||
2024-12-14|ALL|Fiji|1|0||218||0.0|||||
2024-12-14|ALL|United States of America(311)|7186|1157|1869492.084367752|3811990|174802992.48499832|85.64329336176361|99.98531296731468||||
2024-12-14|ALL|India(405)|431|92|303942.5528306961|3205977|43631669.384999976|96.0075727654498|100.0||||
2024-12-14|ALL|Lithuania|52|14|9080.910301208496|12084|706775.5970000005|86.97562924490612|100.0||||
2024-12-14|ALL|Tajikstan|5|2|33.39437770843506|731|4186.917|9.924812030075188|||||
2024-12-14|ALL|Finland|332|89|210258.75856494904|294810|20989299.279|97.7847488009302|100.0||||
2024-12-14|ALL|Malta|174|8|31815.817644119263|43746|2059232.2300000004|90.4482429755704|100.0||||
2024-12-14|ALL|CAMBODIA|170985|2831|1254784.7635307312|6073164|156192369.6059998|71.15132134944382|99.88212921780948||||
2024-12-14|ALL|Germany|4701|650|2179048.1527633667|15271260|279684304.051001|97.44251183745747|99.99954037358437||||
2024-12-14|ALL|Azerbaijan|91|25|33893.59128284454|175062|2883936.4390000007|26.485872036375447|100.0||||
2024-12-14|ALL|Vietnam|4544|1758|13017686.350970268|45067150|1117515818.668997|93.45471334153014|100.0||||
2024-12-14|ALL|Bulgaria|121|25|37577.86584568024|12417|3166538.1780000017|89.82873851294903|100.0||||
2024-12-14|ALL|Bosnia and Herzegovina|21|0||12314||1.1803389258915775|100.0||||
2024-12-14|ALL|Romania|242|18|9255.592502593994|16229|1150583.056|85.39122568973315|100.0||||
2024-12-14|ALL|Austria|634|155|893385.4715633392|3592276|123528932.29300068|67.83835612084356|100.0||||
2024-12-14|ALL|Moldova (Republic of)|6|0||123||42.10526315789473|||||
2024-12-14|ALL|Papua New Guinea|347|27|367832.9149084091|158871|20392665.867000006|98.44562640784028|100.0||||
2024-12-14|ALL|Brunei|2960|327|2123970.5251760483|2320176|172480213.16600013|27.05389768929952|100.0||||
2024-12-14|ALL|Ireland|226|13|33098.12069416046|79604|4696474.403999984|94.79458188738386|100.0||||
2024-12-14|ALL|Gambia|4|0||1062||0.28328611898017|||||
2024-12-14|ALL|Luxembourg|45|14|132285.0154542923|55684|12535365.419000022|99.7828698142844|99.94609164420484||||
2024-12-14|ALL|Bahrain|319|52|212928.23621559143|313088|21882748.395999976|11.79113756532337|99.8520838771426||||
2024-12-14|ALL|Netherlands|4455|565|948270.7361402512|699571|105832862.25900008|88.55586918940068|100.0||||
2024-12-14|ALL|Nepal|84|26|46705.15725135803|78252|6133186.980000002|99.05847976948988|100.0||||
2024-12-14|ALL|Jordan|542|100|392455.6546115875|1281159|41129204.815000094|92.05246117996413|100.0||||
2024-12-14|ALL|United States of America(310)|8677|1133|1998724.0483980177|1850249|203378202.44399875|97.6882068048456|99.98676846130437||||
2024-12-14|ALL|Australia|12376|2468|4770047.046275139|5692367|427617995.5519998|89.83610338711885|99.96777015516368||||
2024-12-14|ALL|Saudi Arabia|55269|27789|190244383.16167355|661440685|33576171144.28315|85.71652096414739|99.92120589141145||||
2024-12-14|ALL|East Timor|10712|4707|12257129.21637249|9291605|1358574803.8990006|91.73107566314656|100.0||||
2024-12-14|ALL|Japan(440)|36538|5312|14912445.452857018|389987398|1379804785.3440027|98.32631553969723|99.98707903605371||||
2024-12-14|ALL|Israel|342|79|404441.8543586731|1758597|84011063.773|99.44999058203052|100.0||||
2024-12-14|ALL|Italy|1810|399|1630530.7829799652|2025021|155444105.1280001|96.11632284702804|100.0||||
2024-12-14|ALL|Belarus|61|3|1458.0393981933594|36470|61076.54099999997|3.12306217937877|100.0||||
2024-12-14|ALL|Sri Lanka|515|126|212216.27640724185|341808|22297923.84200001|93.15425531914894|100.0||||
2024-12-14|ALL|Macau (China)|1453|430|1117007.9675769806|2695277|79047619.896|87.7262761788875|100.0||||
2024-12-14|ALL|Thailand|46530|5973|31337450.992141724|102665184|2578861144.739005|90.62095659066834|99.74006908304791||||
2024-12-14|ALL|South Africa|602|59|39949.02454662323|307740|7483080.561000029|97.39691645751164|100.0||||
2024-12-14|ALL|Uruguay|252|13|21291.75451469421|46982|1764504.1139999998|95.60752093537684|100.0||||
2024-12-14|ALL|Slovenia|24|1|2267.0996856689453|12524|576457.4199999996|1.408025746756512|100.0||||
2024-12-14|ALL|Indonesia|1|1|332.71907138824463|215|103006.95100000002||||||
2024-12-14|ALL|Uzbekistan|276|146|149795.73300552368|367119|17559042.210000005|81.06227937988977|100.0||||
2024-12-14|ALL|India (404)|4813|793|1872279.7783050537|10517769|209699653.6250001|93.1642175205789|99.9725939798109||||
2024-12-14|ALL|Afghanistan|32|0||17539||0.4423233616575486|100.0||||
2024-12-14|ALL|Ecuador|20|6|51789.8287563324|470770|11832533.448999994|49.15130804996919|100.0||||
2024-12-14|ALL|Hungary|655|69|160648.883102417|254540|11461590.53799997|79.74150626310227|100.0||||
2024-12-14|ALL|United Kingdom(234)|4418|904|2480952.4402160645|5298306|214703442.85199988|94.4341225281375|99.98938816898752||||
2024-12-14|ALL|Spain|2071|249|578670.8065633774|587023|47179518.70799997|88.76739705544054|100.0||||
2024-12-14|ALL|Algeria|169|29|236276.58277320865|689266|33024372.10199969|98.71981177773164|100.0||||
2024-12-14|ALL|Belgium|752|177|431532.574344635|933699|50327375.67799998|94.38272630811908|100.0||||
2024-12-14|ALL|Ukraine|62|5|16.73654556274414|2214|61035.24799999999|87.27272727272727|100.0||||
2024-12-14|ALL|TURKS & CAICOS|1|1|2.3082637786865234|6|121.842||||||
2024-12-14|ALL|Canada|1375|245|577370.4921693802|524294|48781799.23399996|92.60960573776052|100.0||||
2024-12-14|ALL|South Korea|12611|2533|21919144.643797874|288326532|1961783879.2099917|96.08569299998932|100.0||||
2024-12-14|ALL|Russia|2117|209|972153.348124504|1831999|101140852.82599992|93.6985684534419|99.99433459860632||||
2024-12-14|ALL||2680|642|1715531.5143709185|1480887|180588742.3759998|85.81005871097757|99.99670919122887||||
2024-12-14|ALL|Malaysia|117301|30842|145302160.07717514|517939633|13974847280.925991|93.42825657232189|99.87102704784584||||
2024-12-14|ALL|Bangladesh|430|56|273002.0348739624|370616|27924181.016000062|98.0782900703483|100.0||||
2024-12-14|ALL|Chile|57|7|5621.4971742630005|29556|415531.5779999999|98.82261468399425|100.0||||
2024-12-14|ALL|Laos|1239|70|141476.35619163513|300902|10779175.858|81.89239030210989|100.0||||
2024-12-14|ALL|Kazakhstan (Republic of)|119|11|32578.97802066803|164513|3130360.899000003|87.962308598351|100.0||||
2024-12-14|ALL|Taiwan (China)|27073|1915|9478447.404129028|24004326|778900900.0759995|96.98578501139346|100.0||||
2024-12-14|ALL|New Zealand|1655|355|1190605.803855896|2303606|112996142.235|94.14057961340976|100.0||||
2024-12-14|ALL|Brazil|759|55|194652.0634212494|254000|14146889.731000008|91.9916108407485|100.0||||
2024-12-14|ALL|Sweden|525|68|153661.57482337952|417230|15108111.250999998|14.029857462678171|100.0||||
2024-12-15|ALL|Israel|377|85|513915.9235477448|2395916|76877401.42999981|99.04592900814352|98.09688319166024||||
2024-12-15|ALL|Iraq|377|11|1050.55765914917|33496|497347.1329999997|65.57377049180327|100.0||||
2024-12-15|ALL|Tanzania|122|11|24274.97843170166|47671|1352675.269|95.47900968783638|100.0||||
2024-12-15|ALL|China|31580|7420|51832733.99766445|208239101|4089141015.791001|95.95163911078758|99.73755141781412||||
2024-12-15|ALL|Saudi Arabia|55832|28175|190237412.16964245|623403299|31910105844.67696|83.29438114779276|99.82069468159666||||
2024-12-15|ALL|Czech Republic|297|54|85821.24928188324|78365|9263008.364999996|92.10548416897625|100.0||||
2024-12-15|ALL|Lithuania|43|7|3809.0221614837646|2003|410983.869|90.40880503144652|100.0||||
2024-12-15|ALL|Portugal|511|51|75084.42708301544|127595|6039531.065999997|88.64892407792107|83.96004700352526||||
2024-12-15|ALL|Tajikstan|3|0||943||0.0|||||
2024-12-15|ALL|Papua New Guinea|325|29|85329.89666461945|61495|6375332.636999999|96.84942543357504|100.0||||
2024-12-15|ALL|Sweden|478|48|281139.1639080048|319673|16804393.482000116|12.910551718725474|99.8585795097423||||
2024-12-15|ALL|Malaysia|120370|31002|129154144.81708144|433316604|12073248256.378002|92.08402558434344|99.66718227233528||||
2024-12-15|ALL|Morocco|329|45|100573.55504989624|188059|7799209.658999999|90.18552373214165|99.86041317699608||||
2024-12-15|ALL|Puerto Rico|289|9|43.18595409393311|7919|32398.65299999999|78.04265997490589|100.0||||
2024-12-15|ALL|Brazil|746|52|124694.1325750351|170891|11773738.819999997|94.90692197947642|100.0||||
2024-12-15|ALL|Macau (China)|1469|404|1015414.8526821136|2578112|75605004.49499996|91.93705833669334|100.0||||
2024-12-15|ALL|Lebanon|773|16|1686.806865692139|594946|650723.5690000005|1.6771093500185807|99.78177409577692||||
2024-12-15|ALL|Bahrain|354|63|304395.6710891724|390275|28051401.171|9.74489988310268|99.82480473027228||||
2024-12-15|ALL|Ethiopia|1|0||2||100.0|||||
2024-12-15|ALL|New Caledonia|11|0||3001||0.0|||||
2024-12-15|ALL|Italy|1880|415|1562769.8805618286|2057238|169162741.4329997|96.3572023914241|99.85472287703526||||
2024-12-15|ALL|Indonesia|2|1|10.967596054077148|192|22528.409000000003||||||
2024-12-15|ALL|United States of America(311)|7821|1199|1706671.76877594|25173952|172184990.3230002|93.57082761345306|99.97148787664514||||
2024-12-15|ALL|Canada|1382|243|493798.8501958847|2685940|40968104.88299997|98.29810901887474|100.0||||
2024-12-15|ALL|Fiji|10|2|24.46827507019043|637|18948.276|9.028960817717206|100.0||||
2024-12-15|ALL|Australia|12413|2525|4997292.670724869|5309891|386840949.1469991|93.9116820122072|99.99417826162892||||
2024-12-15|ALL|Turkey|5330|1953|11339867.969213486|45739281|1167843037.686003|95.86508027573866|100.0||||
2024-12-15|ALL|Latvia|26|3|44905.2867937088|31859|2299154.0999999894|51.74418604651163|100.0||||
2024-12-15|ALL|Switzerland|1037|335|1361303.97535038|3976427|115534442.7509999|12.874165062537584|99.90414569853824||||
2024-12-15|ALL|Algeria|172|28|266449.0526075363|1138965|42749895.12300065|98.91091994344124|100.0||||
2024-12-15|ALL|Argentina|234|18|16825.993989944458|86948|1909118.5659999987|92.1522756273926|100.0||||
2024-12-15|ALL|South Korea|12785|2556|23446685.901626587|303581556|1911042947.290001|96.01808774649442|99.41008996697414||||
2024-12-15|ALL|Azerbaijan|94|23|58915.43161582947|179247|2975137.1739999987|30.06037285211968|97.25400457665904||||
2024-12-15|ALL|Albania|23|4|2637.520293235779|3994|415574.4629999995|82.08709942481512|||||
2024-12-15|ALL|Kuwait|924|45|146258.9815416336|2542132|15678513.800999988|6.859101012013956|99.74039749888342||||
2024-12-15|ALL|Netherlands|4413|557|1025907.6723442078|670655|114986147.09300022|90.5416617281024|100.0||||
2024-12-15|ALL|Peru|55|6|0.1146039962768554|3474|1446.8559999999998|83.15217391304348|100.0||||
2024-12-15|ALL|Malta|188|6|26930.355812072758|23848|1093850.9130000025|83.68315123634272|100.0||||
2024-12-15|ALL|Chile|54|7|7028.996470451355|13653|537800.3350000007|96.37462235649546|100.0||||
2024-12-15|ALL|CAMBODIA|172273|3034|1480146.0219478607|13730140|180871682.1119998|88.49168595754442|99.79790940766551||||
2024-12-15|ALL|Nepal|89|33|63993.68815040589|85710|11976260.360999996|95.95992773854492|100.0||||
2024-12-15|ALL|Belgium|666|114|321282.16487407684|930295|32805833.53100004|94.38530126992704|100.0||||
2024-12-15|ALL|Liechtenstein (Principality of)|7|3|4457.169156074524|10172|52425.97200000003|1.379450248503905|100.0||||
2024-12-15|ALL|Russia|2107|216|1166818.3658838272|1784092|109917848.12799916|94.10046545955863|99.99305892968697||||
2024-12-15|ALL|Sri Lanka|512|145|249002.49022769928|576071|24467584.569000013|91.39081437073972|99.95801847187238||||
2024-12-15|ALL|Mexico|727|32|43151.72539138794|109187|3563135.0579999965|89.87829767934085|99.81796116504854||||
