datedd|OPERATOR_NAME|COUNTRY_NAME|numuser|active_user|trafficmb|session|duration_s|s5s8_create_session_success_rate|s6a_loc_update_success_rate|dl_retransmitted_packet_rate|ul_retransmitted_packet_rate|internal_Latency|external_latency
2024-12-20|ALL|Bahrain|300|20|53468.31075000763|205759|8501624.634999992|6.316198750435739|99.50703087118151||||
2024-12-20|ALL|Macau (China)|1714|539|1521689.8905639648|3855589|125423718.76500016|91.4038047134764|100.0||||
2024-12-20|ALL|Hongkong|14622|3361|14314735.982142448|77398356|1086386657.382|87.19271700239416|99.9928854624126||||
2024-12-20|ALL|Papua New Guinea|475|57|177049.9033727646|1919935|15188735.51700003|99.65929900311816|100.0||||
2024-12-20|ALL|United Arab Emirates|11579|2462|10116528.77102089|14302626|936220794.9389988|89.02598696241262|99.93120932890264||||
2024-12-20|ALL|India(405)|396|43|83373.69228076935|693867|14017061.583999977|96.27364415199744|100.0||||
2024-12-20|ALL|Thailand|50408|5961|33990597.30100918|116036800|2753272480.794006|90.99829917589174|99.99650024148332||||
2024-12-20|ALL|Switzerland|1459|580|2745219.5297584534|10893574|321854673.34900194|71.86784988959404|99.86900741007102||||
2024-12-20|ALL|Hungary|677|91|180787.1152420044|251156|25417176.8680003|93.59017205812869|99.99555437005424||||
2024-12-20|ALL|Norway|547|133|319586.01941108704|16366809|24332003.77800001|97.8148565530286|99.37579080556728||||
2024-12-20|ALL|Indonesia|1|1|6540.8964195251465|1460|495674.3999999996||||||
2024-12-20|ALL|Pakistan|933|101|131555.8495836258|258805|15259162.746|94.7701636274466|100.0||||
2024-12-20|ALL|Brazil|680|49|160622.99374389648|579768|10980115.04599999|93.30915457728864|100.0||||
2024-12-20|ALL|Tunisia|86|0||39247||0.1341831600134183|100.0||||
2024-12-20|ALL|Iraq|388|42|71704.87901306152|220371|13008948.976000007|44.68756238770214|100.0||||
2024-12-20|ALL|Argentina|334|20|46991.40088272095|137579|3600333.7569999998|88.63387978142076|100.0||||
2024-12-20|ALL|China|36978|9874|72065501.41290379|341623043|6401483857.205949|94.84226297857148|99.97065247630076||||
2024-12-20|ALL|Saudi Arabia|54086|26282|163775600.0944414|634860646|26990062230.655083|82.95222139152678|99.66270042420136||||
2024-12-20|ALL|Lebanon|771|14|4132.152750968933|652355|452787.21699999983|2.0562856207416096|99.61592398015782||||
2024-12-20|ALL|Spain|2207|268|761381.843006134|588768|64344080.38999999|91.54173963806188|99.98844064270024||||
2024-12-20|ALL|South Korea|13680|3016|24473891.569185257|360573362|2339912962.0240006|95.85848668311615|100.0||||
2024-12-20|ALL|Uzbekistan|190|48|110216.91784667967|664005|22627518.590999983|90.15295256534364|100.0||||
2024-12-20|ALL|Chile|77|13|85463.89725589752|81095|7471320.10700001|96.49922420480992|100.0||||
2024-12-20|ALL|Gambia|6|1|13.652458190917969|5321|9119.200000000006|0.037593984962406|||||
2024-12-20|ALL|Ukraine|62|7|5094.8570766448975|37609|812073.4880000002|85.36490683229813|100.0||||
2024-12-20|ALL|Lithuania|39|3|882.4746437072754|1330|277267.08600000007|66.86217008797654|100.0||||
2024-12-20|ALL|Croatia|173|22|25547.609194755554|96473|7801745.667999995|79.6199105021822|100.0||||
2024-12-20|ALL|Slovenia|30|3|6757.907371520996|14597|364458.4400000008|9.769826113177205|100.0||||
2024-12-20|ALL|Malaysia|124361|31338|149342548.30588436|539179690|14962562957.215014|93.06450851947211|99.53616848442437||||
2024-12-20|ALL|Albania|38|7|3903.6183910369873|6667|251277.218|92.8335170893054|100.0||||
2024-12-20|ALL|Ireland|245|32|80044.54313182831|115988|8160771.078999994|93.38053803385776|100.0||||
2024-12-20|ALL|Oman|1461|469|1415972.3876037598|5048946|150646855.88900012|86.02957584496284|100.0||||
2024-12-20|ALL|Belgium|741|167|270413.33931064606|630617|30215499.30299999|92.98321939092604|91.4185639229422||||
2024-12-20|ALL|Kyrgyz Republic|1|0||52|||||||
2024-12-20|ALL|United States of America(310)|8558|1569|2043854.543771744|4782113|252501981.5140001|97.5062062000408|100.0||||
2024-12-20|ALL|Taiwan (China)|28006|2449|12108878.515128136|25861304|950803236.7389998|95.97004494423156|98.51890941073||||
2024-12-20|ALL|Japan(440)|39215|7001|18455127.553819656|379257595|1641504487.0119982|98.1750254312378|99.99845266345852||||
2024-12-20|ALL|Mexico|1152|39|8642.177416801453|71650|1349610.2889999992|90.29360633571568|100.0||||
2024-12-20|ALL|Kazakhstan (Republic of)|136|19|46262.28165149689|223130|6383059.384000002|93.1157978511739|100.0||||
2024-12-20|ALL|Slovak Republic|308|56|94614.23325157166|184468|13262034.801000018|96.37547751645418|99.99192897497984||||
2024-12-20|ALL|Mongolia|82|10|8911.779037475586|11833|573996.0299999994|96.0880195599022|100.0||||
2024-12-20|ALL|Philippines|6845|812|3669797.916727066|21520585|330551966.6089998|90.55844792244211|100.0||||
2024-12-20|ALL|Afghanistan|33|1|90.23097038269044|9987|60242.319|0.1866058469832054|100.0||||
2024-12-20|ALL|Austria|911|329|1643491.6164417267|5359651|184578166.28299847|74.62689284959903|96.24870512001058||||
2024-12-20|ALL|Tajikstan|4|0||588||0.0|100.0||||
2024-12-20|ALL|Bosnia and Herzegovina|30|7|4460.359750747681|12118|1261163.0710000002|16.324910702473872|100.0||||
2024-12-20|ALL|Moldova (Republic of)|15|3|2095.2128257751465|34595|165974.064|99.30277746028118|100.0||||
2024-12-20|ALL|Laos|1347|88|156316.42888450623|566886|15219701.835|93.7960543783164|100.0||||
2024-12-20|ALL|Ecuador|29|5|36987.578592300415|257839|9102881.627000012|42.08923846460546|||||
2024-12-20|ALL|Morocco|346|40|118130.93046188354|201245|9239797.320000011|89.7786351125644|100.0||||
2024-12-20|ALL|Brunei|3098|385|2155474.605871201|2382906|181722456.8919982|68.90351853105923|90.64763087109456||||
2024-12-20|ALL|New Caledonia|8|0||690||0.0|||||
2024-12-20|ALL|Peru|59|3|2449.971791267395|9550|127054.403|97.8636506440465|100.0||||
2024-12-20|ALL|Liechtenstein (Principality of)|12|4|7710.800833702087|8618|448104.512|10.531496062992126|100.0||||
2024-12-20|ALL|Estonia|102|34|374626.9212837219|381723|32021950.29700021|97.70820622330687|100.0||||
2024-12-20|ALL|Vietnam|4634|2037|10955789.816726685|30885996|1164787628.9130003|94.28107506693092|98.67245501447088||||
2024-12-20|ALL|Canada|1631|443|1709279.9341506958|9215551|121850921.99200006|97.7808969068573|100.0||||
2024-12-20|ALL|Bulgaria|114|19|5125.051141738892|3954|489320.76199999976|82.69334775554353|100.0||||
2024-12-20|ALL|Ethiopia|1|0||8||100.0|||||
2024-12-20|ALL|South Africa|517|71|181373.67414188385|355585|10447327.346|95.45481237888308|100.0||||
2024-12-20|ALL|Russia|2226|244|1517153.097021103|3130093|161529213.22400007|93.09523235860246|100.0||||
2024-12-20|ALL|Czech Republic|358|89|344959.2546482086|472822|30097377.316999927|94.8744166895416|100.0||||
2024-12-20|ALL|Belarus|74|13|24046.088215827946|78077|3707196.255999999|15.279153980579029|100.0||||
2024-12-21|ALL|Ukraine|56|2|0.0239295959472656|1402|292.158|86.41750227894256|100.0||||
2024-12-21|ALL|Peru|53|4|0.8825397491455078|8510|1469.377|93.57976653696498|98.27586206896552||||
2024-12-21|ALL|United Arab Emirates|11295|2408|9913799.3119936|14925312|935952171.3860004|87.34343572143975|99.61413148847834||||
2024-12-21|ALL|Israel|507|131|844838.0488500595|2591065|131117694.43699948|96.807496932263|99.9911190053286||||
2024-12-21|ALL|Saudi Arabia|54552|26887|161811823.2705059|611368397|25702223662.736008|84.39368624132464|98.80749817693066||||
2024-12-21|ALL|South Korea|13829|3136|27159965.138889316|335895019|2263460942.604002|95.3037046602266|99.9418416566404||||
2024-12-21|ALL|Austria|927|346|2047474.632177353|5225018|177075811.16099855|79.15737294397766|99.80670881488342||||
2024-12-21|ALL|Bosnia and Herzegovina|31|7|5308.158854484558|20845|1981169.781999997|12.090643274853802|97.30046948356808||||
2024-12-21|ALL|India(405)|455|76|96661.14073085783|1056069|18605465.432|95.80361878941474|100.0||||
2024-12-21|ALL|East Timor|11235|5104|11199536.86598587|8339171|1332742788.8609982|91.25582953091792|98.35485630325482||||
2024-12-21|ALL|Nepal|108|39|78074.4116487503|206934|8652603.908000007|89.05103164878145|100.0||||
2024-12-21|ALL|Ethiopia|1|0||1||100.0|||||
2024-12-21|ALL|Azerbaijan|67|19|31353.025013923645|44154|3104199.367|17.346138769110155|99.02629016553068||||
2024-12-21|ALL|United States of America(311)|8360|1843|2323504.5467557907|6174366|237109361.55200115|85.44022053885145|99.9164770410512||||
2024-12-21|ALL|Kazakhstan (Republic of)|142|21|58762.27899551392|135013|4181520.101000001|94.49008214786616|100.0||||
2024-12-21|ALL|Finland|517|192|317037.68429374695|358069|29147382.718000032|95.95199906110632|100.0||||
2024-12-21|ALL|Taiwan (China)|28320|2597|14728687.240782738|40095620|1177474867.0540016|96.01859818747624|99.91580941355994||||
2024-12-21|ALL|Algeria|110|15|88358.8553390503|2517189|10662102.40699992|96.31567902800172|99.90595354923128||||
2024-12-21|ALL|Kenya|103|7|14884.579559326172|188141|1837747.160000007|94.99333555481506|100.0||||
2024-12-21|ALL|Slovak Republic|292|47|170194.1340150833|317295|25558635.134999946|97.35413839891451|100.0||||
2024-12-21|ALL|Hongkong|14419|3363|13805303.096595764|66438568|954466416.91|85.88305725740403|99.99358141176847||||
2024-12-21|ALL|Qatar|6140|1931|5685383.895594597|18655408|534805673.968|96.57285573533618|99.13560086719396||||
2024-12-21|ALL|Croatia|166|17|18901.210346221924|19853|2331318.960999998|67.97950219619327|100.0||||
2024-12-21|ALL|Pakistan|926|105|136454.60145759585|362037|17237037.80200001|94.8466016555722|99.90203281900564||||
2024-12-21|ALL|Tunisia|63|2|10.202796936035156|18992|19661.53399999998|1.7311333513659724|99.33657673595754||||
2024-12-21|ALL|Thailand|52745|5845|32835540.54172802|102235504|2534220771.2280054|93.29981206938666|99.799359038376||||
2024-12-21|ALL|Kuwait|970|64|202225.7848329544|1590000|22912853.84799999|31.347727150062592|99.40187764990914||||
2024-12-21|ALL|Mexico|858|35|7886.482316970825|101691|1025621.9769999994|88.09567281358409|98.21428571428572||||
2024-12-21|ALL|Italy|2506|810|4111589.8514490128|5591718|383406185.7170023|96.23130074630788|99.99002112195852||||
2024-12-21|ALL|Indonesia|1|1|43.92275142669678|12|624.4590000000001||||||
2024-12-21|ALL|Albania|40|4|268.9341144561768|4265|157591.57799999998|92.0391061452514|100.0||||
2024-12-21|ALL|Singapore|42314|19853|45765310.8292532|40686221|4203546970.864001|92.5026563998578|99.1421856639248||||
2024-12-21|ALL|Aruba|1|0||1||100.0|||||
2024-12-21|ALL|CAMBODIA|191776|3130|1688516.438044548|6114469|201084979.55199987|71.35979693126825|99.25450372748136||||
2024-12-21|ALL|Bahrain|344|56|127460.19357204436|392496|19171552.869999945|12.428152858300605|99.37128486511205||||
2024-12-21|ALL|Mongolia|76|8|6230.538021087647|21676|182976.50800000003|97.27908455181182|||||
2024-12-21|ALL|Tanzania|168|10|94579.80553340912|62864|2309372.4869999997|90.4006806930693|100.0||||
2024-12-21|ALL|Chile|58|13|26399.94061183929|61290|4262130.224999996|98.46360883705282|100.0||||
2024-12-21|ALL|Sweden|582|98|263753.08996772766|844038|26087394.24500013|16.498454882571075|99.72930561004316||||
2024-12-21|ALL|China|37920|10405|81914341.1233139|366881762|6512461139.479964|95.33709576874628|99.13079967085088||||
2024-12-21|ALL||3494|1139|4733915.16514492|10162794|464614632.2370026|97.98815472049296|98.17166357419876||||
2024-12-21|ALL|Brazil|726|62|228932.3962574005|1241289|23063712.341999996|96.16755007742958|100.0||||
2024-12-21|ALL|Belgium|798|211|338866.1848192215|962721|37319852.632|90.18275565740475|88.4985835694051||||
2024-12-21|ALL|Bangladesh|405|57|221952.14566802976|179159|18211244.787999988|90.73444931743776|100.0||||
2024-12-21|ALL|Egypt|4742|485|2337655.385831833|5513588|330517784.4030009|89.05340825434325|98.28140903999304||||
2024-12-21|ALL|Gambia|6|0||406||0.4962779156327543|||||
2024-12-21|ALL|Hungary|716|109|365352.7663526535|666036|52094748.64099981|97.84975852218138|100.0||||
2024-12-21|ALL|Tajikstan|3|1|1903.7183675765991|996|99065.74500000004|0.0|||||
2024-12-21|ALL|Canada|1688|488|1672785.901638031|9617477|136577460.462|97.13958268474876|100.0||||
2024-12-21|ALL|Vietnam|4738|2030|12130647.57535553|33471759|1217604890.1609988|95.27575955518768|98.26659200128834||||
2024-12-21|ALL|Liechtenstein (Principality of)|14|3|7953.253488540649|19305|282322.7639999999|14.426727410782082|99.7750281214848||||
2024-12-21|ALL|Poland|1291|58|115852.49345874786|172961|10775021.627000015|77.87727434891188|99.8273257068854||||
2024-12-21|ALL|Czech Republic|337|66|120994.97974300385|191938|13092231.839000007|89.4247870448376|100.0||||
2024-12-21|ALL|Switzerland|1651|685|3313074.038176537|52829381|250304589.77800032|93.35422756965094|97.85913621921176||||
2024-12-21|ALL|Maldives|481|34|122279.79769325256|596477|11810843.348000022|2.9263679620831824|99.18422303183904||||
2024-12-21|ALL|Afghanistan|34|1|4080.596704483032|10490|118619.06199999996|2.161197581044909|100.0||||
2024-12-21|ALL|Malaysia|125693|32074|161859844.62371635|552333176|15178270587.121946|93.05697364045308|99.2286503906186||||
2024-12-21|ALL|Australia|13647|3004|5934796.320985794|4865981|437571607.39699984|91.56778410558634|99.96229370304842||||
2024-12-21|ALL|Malta|214|15|10426.635519981384|18842|1018245.906|84.19764077453817|100.0||||
2024-12-21|ALL|Oman|1471|489|1691303.8163642883|4704165|179080729.71899965|70.56543811416283|95.37224357677523||||
2024-12-21|ALL|Puerto Rico|186|8|121.0506477355957|4406|14766.294000000002|85.77120091064315|100.0||||
2024-12-21|ALL|Belarus|57|6|5673.168975830078|62911|497842.3259999991|8.26089124544986|100.0||||
2024-12-21|ALL|Turkey|5435|2173|11105845.670546532|39776120|1280939703.330999|93.75752409684142|99.18342409350512||||
2024-12-21|ALL|Germany|5347|1004|3814024.945301056|21442639|391047102.42200136|96.45700700597804|98.89777672394555||||
2024-12-21|ALL|Uzbekistan|307|175|267685.38877010345|741438|26901076.340000007|45.88393371296948|99.98371600716496||||
2024-12-21|ALL|Bulgaria|119|22|19346.31894397736|14527|2027039.7509999997|90.78726968174205|100.0||||
2024-12-21|ALL|Lebanon|747|28|30002.22986888885|764314|2907155.5629999954|3.045049050196442|99.16041082496304||||
2024-12-21|ALL|Luxembourg|47|6|13925.535853385923|7214|1156903.6619999995|98.10267857142856|100.0||||
2024-12-21|ALL|Slovenia|35|6|7417.860159873962|34263|869224.915|29.96528412205372|100.0||||
2024-12-21|ALL|Netherlands|4957|800|1239904.0378522873|907607|117601719.41199994|87.59751815419044|98.97671954167632||||
2024-12-21|ALL|Lithuania|38|4|731.8138647079468|1287|86403.643|76.57142857142857|100.0||||
2024-12-21|ALL|Latvia|54|8|4202.944108963013|34633|466478.5569999996|95.4987396471012|100.0||||
2024-12-21|ALL|Philippines|6604|840|3478843.0171613693|21044548|301768916.7089992|87.84936109917687|100.0||||
2024-12-21|ALL|Jordan|616|137|620569.1629247665|2192408|62478284.68599998|91.97929228010194|99.81361498180527||||
2024-12-21|ALL|Morocco|342|56|196233.02082061768|273724|13752216.80599999|77.98140645120763|100.0||||
2024-12-21|ALL|Fiji|5|3|678.7184972763062|2180|61637.28699999999|0.0|100.0||||
2024-12-21|ALL|Argentina|296|17|16709.158130645752|50226|1947463.4919999992|92.89507416224134|100.0||||
2024-12-21|ALL|Papua New Guinea|554|132|341340.7111759186|4830533|41686826.82600001|99.78871735560304|100.0||||
2024-12-21|ALL|Spain|2176|336|1037162.3729715348|688261|67174851.47000003|93.50889272483953|95.38484894489146||||
2024-12-21|ALL|SERBIA|193|21|18926.469855308533|217081|2452558.987|0.5863683323870775|99.3211645798763||||
2024-12-21|ALL|Iceland|66|27|76951.84292984009|8357808|8774733.346999986|99.09363010864728|98.3150800336984||||
2024-12-21|ALL|Brunei|2945|358|1919586.5592603683|2121175|151015369.2189999|50.16757652124032|100.0||||
2024-12-21|ALL|Laos|1312|86|117252.66383361816|442053|13279198.973|83.45368518721293|100.0||||
2024-12-21|ALL|Greece|788|88|354182.1696434021|364195|25738065.63499999|87.27234695300517|100.0||||
2024-12-21|ALL|Romania|285|31|71693.96500110626|247952|5412257.365000009|94.93890585948348|100.0||||
2024-12-21|ALL|Denmark|506|133|276460.86389541626|182692|23461117.414999984|86.82909276627356|100.0||||
2024-12-21|ALL|Russia|2216|232|1188774.5774641037|1564159|117509030.38399972|93.5818624701281|99.57152620787552||||
2024-12-21|ALL|Uruguay|151|7|4546.492168426514|14034|332671.5609999997|92.59966579135832|100.0||||
2024-12-21|ALL|Moldova (Republic of)|15|3|39.95865821838379|14081|3126.576|97.71863117870724|100.0||||
2024-12-21|ALL|Japan(440)|39852|7569|19620224.43160343|365914935|1692721617.280002|97.4890537821359|99.82799275099138||||
2024-12-21|ALL|Portugal|508|77|165804.80684375763|360193|10922228.849|83.43738924180049|100.0||||
2024-12-21|ALL|India (404)|5061|786|1521501.507060051|15265708|174622938.3259997|93.61807617114182|99.97471189624652||||
2024-12-21|ALL|Ireland|263|29|53917.15810203552|80140|3965944.7579999976|87.27927767646666|100.0||||
2024-12-21|ALL|Iraq|395|42|74010.95225334167|251922|11894999.933999998|70.18101578278106|100.0||||
2024-12-21|ALL|United States of America(310)|9338|1748|2275773.555458069|8781087|256347663.3090008|98.73800644061446|99.97547044188246||||
2024-12-21|ALL|Macau (China)|1740|581|1607019.5029439926|3464132|112349544.47799996|92.65093213712498|100.0||||
2024-12-21|ALL|Norway|553|151|354675.10541439056|17357325|37040127.509999976|97.2708502134907|99.58385351643778||||
2024-12-21|ALL|New Zealand|1799|537|2256054.311486244|6423596|217586270.81900012|93.02398454274162|100.0||||
2024-12-21|ALL|Estonia|101|33|118177.01463222504|75978|9239682.629999995|98.74577630147184|100.0||||
2024-12-21|ALL|Ecuador|41|6|49862.55776500702|286213|10112758.148999993|64.01066958484371|||||
2024-12-21|ALL|Sri Lanka|574|154|197859.471865654|301023|17219500.524999995|90.42089720920906|100.0||||
2024-12-21|ALL|United Kingdom(234)|4895|1393|4861623.732858658|11916733|512639781.2130008|93.08001674778072|98.46652024829164||||
2024-12-21|ALL|South Africa|521|76|166001.78270053864|393788|12993785.517999984|95.83381714312254|100.0||||
2024-12-22|ALL|Singapore|42627|20092|43025939.863170624|39264721|3740306512.541006|92.10188535159988|98.44359549653346||||
2024-12-22|ALL|Hungary|763|115|288242.70474243164|382048|27365946.344000097|93.95283896990382|100.0||||
2024-12-22|ALL|Sri Lanka|554|131|170519.70117378235|282022|15883577.943000004|89.53874616322584|100.0||||
2024-12-22|ALL|Taiwan (China)|27970|2595|13696919.867329596|53282159|1172902608.5989947|97.74303732175484|99.96361602781352||||
2024-12-22|ALL|Denmark|491|157|348397.4083099365|192983|24010688.803000014|86.02934261262108|100.0||||
2024-12-22|ALL|Kenya|98|5|25152.565914154053|44947|1604498.264000007|84.66739003422084|100.0||||
2024-12-22|ALL|United States of America(310)|9943|1782|2727313.285632133|2910401|261490403.5540011|96.30601409152293|99.98817174624452||||
2024-12-22|ALL|Kazakhstan (Republic of)|168|38|62240.76294136047|161084|5388386.417000008|85.49199762892708|100.0||||
2024-12-22|ALL|Liechtenstein (Principality of)|15|10|11017.619426727297|25672|969062.322|24.82896712831637|98.35526315789474||||
2024-12-22|ALL|Tajikstan|2|0||558||0.0|||||
2024-12-22|ALL|Philippines|6444|825|5225000.090078354|31200418|410012171.7919901|90.71960696937816|99.990700702097||||
2024-12-22|ALL|Albania|28|2|222.9479513168335|3385|77146.31499999999|92.26869455006336|||||
2024-12-22|ALL|Finland|574|211|338211.3730401993|336680|29996409.937999982|93.16040879804488|100.0||||
2024-12-22|ALL|South Korea|14106|3398|26050327.294683456|331695089|2134259888.8980007|95.5245593799224|99.88123063657844||||
2024-12-22|ALL|SERBIA|196|16|20677.588397026066|224112|2321081.184|0.0264216173612417|100.0||||
2024-12-22|ALL|United States of America(311)|8976|1840|2491443.188471794|5014079|235723393.88300043|87.97681693803347|99.9882578574504||||
2024-12-22|ALL|Sweden|604|111|340628.8073568344|712788|23420734.571999986|26.32737869353985|99.78954514596062||||
2024-12-22|ALL|Belgium|851|239|490925.77031230927|1088788|55546153.14699998|94.13146634099957|100.0||||
2024-12-22|ALL|Luxembourg|73|23|55568.61469364166|34078|6274762.851000017|98.63606434013732|||||
2024-12-22|ALL|Oman|1455|485|1610017.598285675|4938139|165343046.67900002|80.31174547455245|98.64246858903384||||
2024-12-22|ALL|Netherlands|4882|814|1217281.75787735|1004512|123832382.6330012|89.15545143551691|100.0||||
2024-12-22|ALL|Italy|2827|979|3811787.6647281647|5290909|355055067.43099993|96.3669022382557|99.0024140477739||||
2024-12-22|ALL|Uruguay|171|4|434.9868268966675|5387|69362.702|86.94006309148264|100.0||||
2024-12-22|ALL|Ecuador|39|5|84061.0836429596|169084|9087693.734000005|62.14110839083018|100.0||||
2024-12-22|ALL|South Africa|506|66|261739.3880586624|366488|11768428.351000002|95.32971677091176|100.0||||
2024-12-22|ALL|Thailand|49312|6240|31943132.79126358|101186755|2487301647.30099|92.3735558182498|99.59437591058726||||
2024-12-22|ALL|Brunei|2825|335|1505977.3911380768|2709084|135209372.9729999|52.7992607365929|100.0||||
2024-12-22|ALL|Laos|1331|70|134328.34765052795|333894|11878183.542999992|85.07730673316708|100.0||||
2024-12-22|ALL|Turkey|5731|2261|13381923.444616318|48300732|1500369317.2249992|92.37496038251284|98.60518387570647||||
2024-12-22|ALL|Slovak Republic|268|40|50309.58854389191|68148|5456860.602000001|90.10170536264638|100.0||||
2024-12-22|ALL|Azerbaijan|85|28|38532.1041431427|91366|4300897.794000003|30.3033559932289|99.95444191343964||||
2024-12-22|ALL|Estonia|108|35|233125.6788759232|147752|20429349.165999915|99.0365283688869|100.0||||
2024-12-22|ALL|Malta|229|16|15560.559123039246|29243|1454807.5540000007|89.5460224906289|99.11111111111111||||
2024-12-22|ALL|Morocco|361|47|152984.9223203659|297058|10243837.041999975|94.57804792107116|100.0||||
2024-12-22|ALL|Mongolia|75|9|14613.942009925842|42829|1565053.955999996|98.3717454574058|100.0||||
2024-12-22|ALL|Jordan|710|178|807225.4347639084|3526334|75617514.5030001|95.0948926974346|97.51956376346764||||
2024-12-22|ALL|Norway|590|180|426965.36844062805|18212532|35754488.07299995|97.49188735080526|99.82014388489208||||
2024-12-22|ALL|Uzbekistan|331|144|493603.3684692383|3925638|62300810.29700004|70.94770862158194|100.0||||
2024-12-22|ALL|New Zealand|1827|563|3233032.4780492783|8374419|302267363.06899893|94.47083930359908|99.9990872997764||||
2024-12-22|ALL||3687|1241|4853788.525338173|20904521|464908845.8479978|98.05701345216902|99.69189279492136||||
2024-12-22|ALL|Ireland|248|47|62535.20698451996|342972|6674583.396000003|97.72292917820052|100.0||||
2024-12-22|ALL|Afghanistan|35|0||11993||1.0412109545892028|100.0||||
2024-12-22|ALL|Lebanon|731|8|384.0566244125366|704433|444598.6029999996|5.101215656191716|99.53848167358944||||
2024-12-22|ALL|Bahrain|378|62|423799.1245355606|379974|32274894.56599987|21.47548914480083|98.75857562887946||||
2024-12-22|ALL|Lithuania|40|6|2493.303286552429|2047|206399.82100000005|97.08029197080292|100.0||||
2024-12-22|ALL|Algeria|113|17|217751.45031261444|3141445|24994213.528000463|98.73342068082152|100.0||||
2024-12-22|ALL|Macau (China)|1850|637|1749533.7097644806|4169018|117059492.169|87.08351782844692|100.0||||
2024-12-22|ALL|CAMBODIA|183329|2636|1615148.9275112152|6198728|202214286.30099905|71.70772461235379|99.57873592880358||||
2024-12-22|ALL|Ethiopia|1|0||1||100.0|||||
2024-12-22|ALL|Canada|1728|483|1464999.108882904|9674237|124387010.98899992|96.27297280707138|100.0||||
2024-12-22|ALL|Peru|60|1|2.427352905273437|8071|529.7|93.68370298939249|100.0||||
2024-12-22|ALL|Nepal|109|36|98971.92459869383|490610|9409068.57|65.13893706862522|100.0||||
2024-12-22|ALL|China|37478|10509|80722037.65533543|372003462|6281945767.349016|95.1508698201638|98.78509352030166||||
2024-12-22|ALL|Gambia|5|0||494||0.6097560975609756|||||
2024-12-22|ALL|Ukraine|55|5|15.941648483276367|2022|12967.301|88.88888888888889|100.0||||
2024-12-22|ALL|Poland|1213|41|61582.36062049866|152387|6751865.87|78.59941680335338|100.0||||
2024-12-22|ALL|Tunisia|74|3|7425.854978561401|6362|146156.35600000017|1.6996699669966997|95.63218390804596||||
2024-12-22|ALL|Japan(440)|40489|7980|18495075.837156296|353676330|1559184001.0940003|97.67705781877348|98.82316972715404||||
2024-12-22|ALL|Vietnam|4726|2139|12255162.9632082|43366690|1220435893.6800003|95.4122001753198|100.0||||
2024-12-22|ALL|Chile|59|12|13296.628805160522|16631|611750.9130000003|96.55825159180864|100.0||||
2024-12-22|ALL|Saudi Arabia|56291|28229|176351293.8464985|627066671|27197218028.302025|82.63287922543316|99.4375650559443||||
2024-12-22|ALL|Austria|934|317|1883066.3710250852|4782842|130834608.48699842|60.83010877374305|99.88114372986988||||
2024-12-22|ALL|Greece|769|102|381014.47037410736|569101|34824329.56099999|92.5690349375436|100.0||||
2024-12-22|ALL|Kuwait|973|54|127049.81122207642|1012545|14822486.220999977|9.371295029639764|99.8440951019878||||
2024-12-22|ALL|Portugal|467|92|209495.77125358584|612423|20522682.140000004|90.40490373823708|100.0||||
2024-12-22|ALL|United Arab Emirates|11173|2450|10183148.097325323|13638000|936629280.5449996|81.90183558262703|99.96413348580934||||
2024-12-22|ALL|Bosnia and Herzegovina|28|7|12571.744131088257|26066|2095412.8659999983|12.015142690739662|99.32840832773674||||
2024-12-22|ALL|Czech Republic|350|75|172424.64926338196|138679|14573357.951|92.4623401771222|100.0||||
2024-12-22|ALL|Puerto Rico|227|7|268.5149211883545|6326|65461.32600000006|85.81871345029239|100.0||||
2024-12-22|ALL|Slovenia|71|35|18712.8130941391|29579|2211879.7619999894|42.674351585014406|100.0||||
2024-12-22|ALL|Iraq|373|29|115457.55037689208|759323|14779819.56699998|90.31655556628988|100.0||||
2024-12-22|ALL|Egypt|4688|423|2378781.3220682144|6357841|302480613.6539999|86.96072157282435|99.14663799579192||||
2024-12-22|ALL|Switzerland|1706|714|3098187.921983719|15867334|277627371.9580004|80.11371993240117|99.82057336481635||||
2024-12-22|ALL|Moldova (Republic of)|9|0||17202||98.9000916590284|100.0||||
2024-12-22|ALL|Papua New Guinea|448|46|103064.6299238205|1427534|10461368.825000005|99.33621861719924|99.13566328447952||||
2024-12-22|ALL|Hongkong|14634|3545|13738140.863800049|64623697|965981045.3540012|86.6654718970819|99.61881933867652||||
2024-12-22|ALL|East Timor|10683|4699|12882982.094725609|9649750|1400222908.0809982|90.831402048334|99.82818516461272||||
2024-12-22|ALL|Brazil|594|45|336406.93577575684|1723544|27369173.69500003|97.49709597792943|100.0||||
2024-12-22|ALL|New Caledonia|12|0||2169||0.0|100.0||||
2024-12-22|ALL|Romania|282|31|131524.21077537537|1036549|9699484.096999982|92.26162058938414|100.0||||
2024-12-22|ALL|Iceland|81|35|96421.86945438384|272543|8733326.868999997|65.32931829830856|98.54368932038837||||
2024-12-22|ALL|Croatia|171|26|43050.47587108612|37842|3703358.618999999|92.0190023752969|100.0||||
2024-12-22|ALL|Russia|2177|241|1392895.8757162094|2052359|136271638.0190003|93.13309833083844|99.6728586464882||||
2024-12-22|ALL|India(405)|474|76|274915.8014497757|1585598|29779661.802000016|95.64089935975394|100.0||||
2024-12-22|ALL|India (404)|5066|791|1357573.5741682053|10079821|135913313.12599987|92.86322215225924|99.966134985946||||
